,Unnamed: 0,runstring,t,t_shadow
3622,3622,0003622.bin,142.300679694,142.300679694
3638,3638,0003638.bin,26.153825254,26.153825254
3655,3655,0003655.bin,22.6203188059,22.6203188059
3657,3657,0003657.bin,36.8925943553,36.8925943553
3661,3661,0003661.bin,75.6211869976,75.6211869976
3671,3671,0003671.bin,69.974833713,69.974833713
3674,3674,0003674.bin,7.10134166078,7.10134166078
3677,3677,0003677.bin,6.44322044769,6.44322044769
3682,3682,0003682.bin,15.4150646349,15.4150646349
3684,3684,0003684.bin,21.6845620616,21.6845620616
3696,3696,0003696.bin,31.0023154999,31.0023154999
3737,3737,0003737.bin,287.416256075,287.416256075
3780,3780,0003780.bin,233.094533754,233.094533754
3787,3787,0003787.bin,38.3820261892,38.3820261892
3792,3792,0003792.bin,71.4296754268,71.4296754268
3796,3796,0003796.bin,38.9364898146,38.9364898146
3798,3798,0003798.bin,6.51239428802,6.51239428802
3801,3801,0003801.bin,1360.10986288,1360.10986288
3802,3802,0003802.bin,23.7290130227,23.7290130227
3806,3806,0003806.bin,42.4698683161,42.4698683161
3807,3807,0003807.bin,16.3847419194,16.3847419194
3809,3809,0003809.bin,16.8701737839,16.8701737839
3818,3818,0003818.bin,68.9356153604,68.9356153604
3819,3819,0003819.bin,28.8905823863,28.8905823863
3827,3827,0003827.bin,14.9995589107,14.9995589107
3829,3829,0003829.bin,6.78945324532,6.78945324532
3835,3835,0003835.bin,196.41328491,196.41328491
3836,3836,0003836.bin,11.1540435706,11.1540435706
3840,3840,0003840.bin,11.8817741375,11.8817741375
3842,3842,0003842.bin,12.9210970745,12.9210970745
3844,3844,0003844.bin,55.841080858,55.841080858
3851,3851,0003851.bin,23.9712563246,23.9712563246
3852,3852,0003852.bin,43.8895833242,43.8895833242
3861,3861,0003861.bin,5.23079257745,5.23079257745
3864,3864,0003864.bin,83.8658828538,83.8658828538
3866,3866,0003866.bin,109.045669661,109.045669661
3867,3867,0003867.bin,143.06726766,143.06726766
3875,3875,0003875.bin,60.1364061343,60.1364061343
3876,3876,0003876.bin,28.0938620526,28.0938620526
3877,3877,0003877.bin,183.386013632,183.386013632
3882,3882,0003882.bin,42.9548556322,42.9548556322
3886,3886,0003886.bin,195.23670201,195.23670201
3889,3889,0003889.bin,48.1856468599,48.1856468599
3894,3894,0003894.bin,0.796743025996,0.796743025996
3899,3899,0003899.bin,1.73204155876,1.73204155876
3901,3901,0003901.bin,25.9457235462,25.9457235462
3902,3902,0003902.bin,13.0942855988,13.0942855988
3910,3910,0003910.bin,46.8329111356,46.8329111356
3913,3913,0003913.bin,3.39481852811,3.39481852811
3921,3921,0003921.bin,271.828036052,271.828036052
3926,3926,0003926.bin,214.566356336,214.566356336
3932,3932,0003932.bin,122.837011703,122.837011703
3935,3935,0003935.bin,10.9462136412,10.9462136412
3940,3940,0003940.bin,365.73909791,365.73909791
3943,3943,0003943.bin,207.567758879,207.567758879
3947,3947,0003947.bin,5.78504619095,5.78504619095
3948,3948,0003948.bin,50.8179112348,50.8179112348
3949,3949,0003949.bin,8.07105581339,8.07105581339
3952,3952,0003952.bin,22.1702456579,22.1702456579
3982,3982,0003982.bin,139.600057957,139.600057957
3998,3998,0003998.bin,242.617051338,242.617051338
4002,4002,0004002.bin,25.5297422927,25.5297422927
4006,4006,0004006.bin,39.2828495173,39.2828495173
4012,4012,0004012.bin,6.44316853679,6.44316853679
4021,4021,0004021.bin,22.2040231583,22.2040231583
4034,4034,0004034.bin,20.9574571311,20.9574571311
4045,4045,0004045.bin,2.77127494428,2.77127494428
4048,4048,0004048.bin,9.35304978034,9.35304978034
4055,4055,0004055.bin,4.08759069192,4.08759069192
4057,4057,0004057.bin,55.4949049615,55.4949049615
4065,4065,0004065.bin,513.413601195,513.413601195
4078,4078,0004078.bin,51.9944055104,51.9944055104
4082,4082,0004082.bin,69.3848058809,69.3848058809
4086,4086,0004086.bin,24.0408628229,24.0408628229
4088,4088,0004088.bin,32.8743224781,32.8743224781
4118,4118,0004118.bin,101.532340751,101.532340751
4140,4140,0004140.bin,28.9252458765,28.9252458765
4142,4142,0004142.bin,17.3897887489,17.3897887489
4144,4144,0004144.bin,157.194709214,157.194709214
4147,4147,0004147.bin,35.6786670184,35.6786670184
4155,4155,0004155.bin,6.72020474086,6.72020474086
4165,4165,0004165.bin,120.825225729,120.825225729
4166,4166,0004166.bin,57.1911869494,57.1911869494
4179,4179,0004179.bin,94.9833174335,94.9833174335
4193,4193,0004193.bin,44.5136965771,44.5136965771
4205,4205,0004205.bin,169.011976384,169.011976384
4235,4235,0004235.bin,11.5008152307,11.5008152307
4239,4239,0004239.bin,3.36017768693,3.36017768693
4243,4243,0004243.bin,41.1188099687,41.1188099687
4245,4245,0004245.bin,116.359084709,116.359084709
4247,4247,0004247.bin,91.1042837877,91.1042837877
4251,4251,0004251.bin,41.084110782,41.084110782
4270,4270,0004270.bin,29.2023325946,29.2023325946
4277,4277,0004277.bin,34.7795677631,34.7795677631
4286,4286,0004286.bin,58.2298840389,58.2298840389
4290,4290,0004290.bin,1.69740510709,1.69740510709
4293,4293,0004293.bin,106.139756346,106.139756346
4294,4294,0004294.bin,60.4832107594,60.4832107594
4295,4295,0004295.bin,13.4753416948,13.4753416948
4296,4296,0004296.bin,3.01374496603,3.01374496603
4308,4308,0004308.bin,8.55630993826,8.55630993826
4312,4312,0004312.bin,58.5771263517,58.5771263517
4322,4322,0004322.bin,38.0010812567,38.0010812567
4323,4323,0004323.bin,5.88896051502,5.88896051502
4335,4335,0004335.bin,34.1905492597,34.1905492597
4339,4339,0004339.bin,125.677519369,125.677519369
4351,4351,0004351.bin,8.41750327434,8.41750327434
4363,4363,0004363.bin,3.22161424181,3.22161424181
4365,4365,0004365.bin,18.6715018779,18.6715018779
4373,4373,0004373.bin,12.1243520684,12.1243520684
4374,4374,0004374.bin,13.9949681445,13.9949681445
4377,4377,0004377.bin,5.30005880587,5.30005880587
4379,4379,0004379.bin,132.397657971,132.397657971
4386,4386,0004386.bin,4.22619952627,4.22619952627
4399,4399,0004399.bin,213.561478864,213.561478864
4404,4404,0004404.bin,17.2858440521,17.2858440521
4409,4409,0004409.bin,56.4648494559,56.4648494559
4420,4420,0004420.bin,58.5086588569,58.5086588569
4421,4421,0004421.bin,89.6854870551,89.6854870551
4429,4429,0004429.bin,332.37225776,332.37225776
4431,4431,0004431.bin,151.623691077,151.623691077
4436,4436,0004436.bin,262.054392314,262.054392314
4438,4438,0004438.bin,298.872093116,298.872093116
4441,4441,0004441.bin,124.465010621,124.465010621
4443,4443,0004443.bin,3.60252219407,3.60252219407
4451,4451,0004451.bin,2.8751569531,2.8751569531
4453,4453,0004453.bin,44.6165251739,44.6165251739
4459,4459,0004459.bin,8.38311099511,8.38311099511
4472,4472,0004472.bin,40.2874321323,40.2874321323
4480,4480,0004480.bin,73.9931507521,73.9931507521
4485,4485,0004485.bin,67.6536073241,67.6536073241
4486,4486,0004486.bin,63.8087170746,63.8087170746
4487,4487,0004487.bin,322.022077492,322.022077492
4493,4493,0004493.bin,62.5939518385,62.5939518385
4500,4500,0004500.bin,83.7964660294,83.7964660294
4516,4516,0004516.bin,452.985540004,452.985540004
4517,4517,0004517.bin,4.98830360828,4.98830360828
4526,4526,0004526.bin,27.3317558127,27.3317558127
4541,4541,0004541.bin,11.7086597705,11.7086597705
4552,4552,0004552.bin,46.6258721073,46.6258721073
4554,4554,0004554.bin,833.444893446,833.444893446
4558,4558,0004558.bin,139.048965916,139.048965916
4560,4560,0004560.bin,50.1948284354,50.1948284354
4563,4563,0004563.bin,9.49163597899,9.49163597899
4564,4564,0004564.bin,41.014656302,41.014656302
4580,4580,0004580.bin,12.1240934748,12.1240934748
4584,4584,0004584.bin,90.3060518076,90.3060518076
4585,4585,0004585.bin,37.966200921,37.966200921
4593,4593,0004593.bin,90.9667748143,90.9667748143
4603,4603,0004603.bin,10.4962031771,10.4962031771
4604,4604,0004604.bin,96.9601978041,96.9601978041
4607,4607,0004607.bin,13.0942997325,13.0942997325
4621,4621,0004621.bin,85.3538497858,85.3538497858
4626,4626,0004626.bin,13.3366003752,13.3366003752
4632,4632,0004632.bin,32.7703230816,32.7703230816
4656,4656,0004656.bin,32.3546940568,32.3546940568
4658,4658,0004658.bin,126.404711543,126.404711543
4661,4661,0004661.bin,7.93247894592,7.93247894592
4664,4664,0004664.bin,25.1836001602,25.1836001602
4668,4668,0004668.bin,8.41776595071,8.41776595071
4671,4671,0004671.bin,93.3575294218,93.3575294218
4680,4680,0004680.bin,34.9517544943,34.9517544943
4700,4700,0004700.bin,41.4999339132,41.4999339132
4704,4704,0004704.bin,11.4314842223,11.4314842223
4705,4705,0004705.bin,1000.22175498,1000.22175498
4706,4706,0004706.bin,13.0942256534,13.0942256534
4707,4707,0004707.bin,10.9465309427,10.9465309427
4709,4709,0004709.bin,22.7245054013,22.7245054013
4712,4712,0004712.bin,42.7815883139,42.7815883139
4714,4714,0004714.bin,20.0569833096,20.0569833096
4717,4717,0004717.bin,10.1844430545,10.1844430545
4728,4728,0004728.bin,9.17985468945,9.17985468945
4736,4736,0004736.bin,2.94448070772,2.94448070772
4744,4744,0004744.bin,7.17068904256,7.17068904256
4745,4745,0004745.bin,45.1363593583,45.1363593583
4751,4751,0004751.bin,8.83344944471,8.83344944471
4768,4768,0004768.bin,14.27195408,14.27195408
4769,4769,0004769.bin,83.380917919,83.380917919
4773,4773,0004773.bin,759.192453734,759.192453734
4774,4774,0004774.bin,64.0509164685,64.0509164685
4784,4784,0004784.bin,0.207845801506,0.207845801506
4785,4785,0004785.bin,532.441370703,532.441370703
4787,4787,0004787.bin,23.0016326816,23.0016326816
4793,4793,0004793.bin,75.8984577536,75.8984577536
4795,4795,0004795.bin,42.2273919202,42.2273919202
4799,4799,0004799.bin,82.9304976937,82.9304976937
4807,4807,0004807.bin,243.030783144,243.030783144
4823,4823,0004823.bin,11.3967973738,11.3967973738
4825,4825,0004825.bin,65.609931882,65.609931882
4832,4832,0004832.bin,223.157051127,223.157051127
4834,4834,0004834.bin,239.576140701,239.576140701
4838,4838,0004838.bin,2.90981795458,2.90981795458
4842,4842,0004842.bin,46.8692912494,46.8692912494
4845,4845,0004845.bin,102.606636918,102.606636918
4847,4847,0004847.bin,45.3797096819,45.3797096819
4859,4859,0004859.bin,23.6251714713,23.6251714713
4869,4869,0004869.bin,574.105514841,574.105514841
4880,4880,0004880.bin,123.668201966,123.668201966
4886,4886,0004886.bin,9.59553113046,9.59553113046
4902,4902,0004902.bin,261.678214865,261.678214865
4903,4903,0004903.bin,4.9188745354,4.9188745354
4904,4904,0004904.bin,96.751738244,96.751738244
4911,4911,0004911.bin,35.6109046434,35.6109046434
4920,4920,0004920.bin,2629.21642026,2629.21642026
4934,4934,0004934.bin,216.540762714,216.540762714
4940,4940,0004940.bin,2.87520338197,2.87520338197
4944,4944,0004944.bin,49.8460983212,49.8460983212
4953,4953,0004953.bin,224.646839956,224.646839956
4957,4957,0004957.bin,58.8888149383,58.8888149383
4958,4958,0004958.bin,33.7740117334,33.7740117334
4961,4961,0004961.bin,152.350519126,152.350519126
4965,4965,0004965.bin,82.791977322,82.791977322
4980,4980,0004980.bin,3.6026618446,3.6026618446
4989,4989,0004989.bin,275.186294724,275.186294724
4994,4994,0004994.bin,9.24915048051,9.24915048051
4996,4996,0004996.bin,132.084206249,132.084206249
5002,5002,0005002.bin,38.5899338759,38.5899338759
5006,5006,0005006.bin,5.12686956956,5.12686956956
5015,5015,0005015.bin,41.3959873623,41.3959873623
5022,5022,0005022.bin,18.5675408472,18.5675408472
5024,5024,0005024.bin,21.0270682255,21.0270682255
5041,5041,0005041.bin,123.425111636,123.425111636
5042,5042,0005042.bin,111.266919381,111.266919381
5051,5051,0005051.bin,14.479942401,14.479942401
5053,5053,0005053.bin,38.1046414832,38.1046414832
5054,5054,0005054.bin,117.085516862,117.085516862
5057,5057,0005057.bin,7.27460228931,7.27460228931
5059,5059,0005059.bin,68.9355985445,68.9355985445
5060,5060,0005060.bin,67.3767619191,67.3767619191
5062,5062,0005062.bin,4.84968119513,4.84968119513
5063,5063,0005063.bin,17.3896941948,17.3896941948
5068,5068,0005068.bin,5.78504442798,5.78504442798
5076,5076,0005076.bin,23.555880561,23.555880561
5082,5082,0005082.bin,19.5721442774,19.5721442774
5085,5085,0005085.bin,67.0992142274,67.0992142274
5091,5091,0005091.bin,159.798934183,159.798934183
5101,5101,0005101.bin,48.5319671793,48.5319671793
5125,5125,0005125.bin,20.403553734,20.403553734
5131,5131,0005131.bin,83.346237197,83.346237197
5135,5135,0005135.bin,97.8261973657,97.8261973657
5139,5139,0005139.bin,23.4173235713,23.4173235713
5144,5144,0005144.bin,62.4577287879,62.4577287879
5155,5155,0005155.bin,14.6525760379,14.6525760379
5156,5156,0005156.bin,362.96837805,362.96837805
5159,5159,0005159.bin,76.8337604172,76.8337604172
5162,5162,0005162.bin,75.8637809752,75.8637809752
5166,5166,0005166.bin,17.0433572814,17.0433572814
5173,5173,0005173.bin,52.5156411816,52.5156411816
5184,5184,0005184.bin,63.4263444603,63.4263444603
5190,5190,0005190.bin,34.5717250943,34.5717250943
5195,5195,0005195.bin,44.5829840954,44.5829840954
5197,5197,0005197.bin,525.97746966,525.97746966
5198,5198,0005198.bin,12.0203979505,12.0203979505
5206,5206,0005206.bin,53.1046749221,53.1046749221
5208,5208,0005208.bin,7.13604857681,7.13604857681
5211,5211,0005211.bin,18.7407886752,18.7407886752
5218,5218,0005218.bin,129.973021259,129.973021259
5231,5231,0005231.bin,17.6666038832,17.6666038832
5236,5236,0005236.bin,63.0118216295,63.0118216295
5242,5242,0005242.bin,59.7903705346,59.7903705346
5244,5244,0005244.bin,0.207844003881,0.207844003881
5258,5258,0005258.bin,2.42486650498,2.42486650498
5270,5270,0005270.bin,262.849185122,262.849185122
5286,5286,0005286.bin,5.99287496072,5.99287496072
5287,5287,0005287.bin,120.237072828,120.237072828
5291,5291,0005291.bin,16.0036304826,16.0036304826
5296,5296,0005296.bin,41.8116958614,41.8116958614
5303,5303,0005303.bin,83.415527224,83.415527224
5306,5306,0005306.bin,27.8860147137,27.8860147137
5319,5319,0005319.bin,2010.11250169,2010.11250169
5327,5327,0005327.bin,4.57240202247,4.57240202247
5337,5337,0005337.bin,10.0112525634,10.0112525634
5341,5341,0005341.bin,23.7637349506,23.7637349506
5345,5345,0005345.bin,13.5441904101,13.5441904101
5352,5352,0005352.bin,17.4242945469,17.4242945469
5356,5356,0005356.bin,999.915042682,999.915042682
5357,5357,0005357.bin,46.5569648284,46.5569648284
5366,5366,0005366.bin,18.324917035,18.324917035
5368,5368,0005368.bin,13.2673717472,13.2673717472
5378,5378,0005378.bin,32.145289892,32.145289892
5387,5387,0005387.bin,19.4335030035,19.4335030035
5398,5398,0005398.bin,51.7534423658,51.7534423658
5406,5406,0005406.bin,49.6752061593,49.6752061593
5409,5409,0005409.bin,129.626519841,129.626519841
5414,5414,0005414.bin,17.8054802168,17.8054802168
5425,5425,0005425.bin,146.947182577,146.947182577
5433,5433,0005433.bin,91.9365362892,91.9365362892
5441,5441,0005441.bin,74.1316110792,74.1316110792
5444,5444,0005444.bin,12.0204012849,12.0204012849
5450,5450,0005450.bin,648.499553575,648.499553575
5471,5471,0005471.bin,82.3416768939,82.3416768939
5489,5489,0005489.bin,77.1100129334,77.1100129334
5492,5492,0005492.bin,4.88438291361,4.88438291361
5498,5498,0005498.bin,238.329326485,238.329326485
5501,5501,0005501.bin,57.6079842014,57.6079842014
5507,5507,0005507.bin,176.527496253,176.527496253
5524,5524,0005524.bin,69.1087784803,69.1087784803
5530,5530,0005530.bin,25.1147315917,25.1147315917
5536,5536,0005536.bin,9.1447776147,9.1447776147
5538,5538,0005538.bin,19.225668137,19.225668137
5543,5543,0005543.bin,27.8513719403,27.8513719403
5544,5544,0005544.bin,42.469382721,42.469382721
5554,5554,0005554.bin,0.173202289807,0.173202289807
5557,5557,0005557.bin,9.94195931864,9.94195931864
5559,5559,0005559.bin,148.540667626,148.540667626
5563,5563,0005563.bin,43.9240011156,43.9240011156
5567,5567,0005567.bin,3.77576321445,3.77576321445
5575,5575,0005575.bin,66.6837755148,66.6837755148
5599,5599,0005599.bin,316.029829744,316.029829744
5600,5600,0005600.bin,140.361098302,140.361098302
5602,5602,0005602.bin,142.824901621,142.824901621
5610,5610,0005610.bin,32.1806088109,32.1806088109
5611,5611,0005611.bin,70.8731825621,70.8731825621
5616,5616,0005616.bin,37.7587006222,37.7587006222
5621,5621,0005621.bin,14.9649127764,14.9649127764
5623,5623,0005623.bin,118.679820149,118.679820149
5642,5642,0005642.bin,57.2263765728,57.2263765728
5658,5658,0005658.bin,40.5646212344,40.5646212344
5660,5660,0005660.bin,86.877201566,86.877201566
5661,5661,0005661.bin,7.13604621909,7.13604621909
5662,5662,0005662.bin,7.34378298034,7.34378298034
5666,5666,0005666.bin,622.923461998,622.923461998
5670,5670,0005670.bin,23.590251623,23.590251623
5680,5680,0005680.bin,7.86350986196,7.86350986196
5686,5686,0005686.bin,580.582451678,580.582451678
5693,5693,0005693.bin,71.2218566897,71.2218566897
5695,5695,0005695.bin,24.1447850607,24.1447850607
5702,5702,0005702.bin,62.5615018096,62.5615018096
5714,5714,0005714.bin,52.2725852162,52.2725852162
5722,5722,0005722.bin,10.8426260116,10.8426260116
5733,5733,0005733.bin,29.5487385743,29.5487385743
5746,5746,0005746.bin,15.5538127918,15.5538127918
5751,5751,0005751.bin,36.9965735389,36.9965735389
5759,5759,0005759.bin,22.7937736058,22.7937736058
5760,5760,0005760.bin,40.9456737811,40.9456737811
5781,5781,0005781.bin,32.6650163107,32.6650163107
5786,5786,0005786.bin,69.1088029487,69.1088029487
5787,5787,0005787.bin,21.407668295,21.407668295
5790,5790,0005790.bin,12.1936366825,12.1936366825
5794,5794,0005794.bin,526.816333499,526.816333499
5796,5796,0005796.bin,57.882566112,57.882566112
5799,5799,0005799.bin,162.293041808,162.293041808
5808,5808,0005808.bin,0.658175695988,0.658175695988
5811,5811,0005811.bin,14.964910865,14.964910865
5822,5822,0005822.bin,2.25165157205,2.25165157205
5832,5832,0005832.bin,88.7472127059,88.7472127059
5841,5841,0005841.bin,11.916473693,11.916473693
5845,5845,0005845.bin,76.3141441224,76.3141441224
5855,5855,0005855.bin,35.3336102883,35.3336102883
5858,5858,0005858.bin,142.093815268,142.093815268
5861,5861,0005861.bin,24.6990377959,24.6990377959
5862,5862,0005862.bin,10.6693985174,10.6693985174
5880,5880,0005880.bin,20.3333958084,20.3333958084
5885,5885,0005885.bin,38.4515090573,38.4515090573
5888,5888,0005888.bin,2.8059220065,2.8059220065
5893,5893,0005893.bin,29.6873081968,29.6873081968
5896,5896,0005896.bin,136.589518189,136.589518189
5919,5919,0005919.bin,68.7970240575,68.7970240575
5926,5926,0005926.bin,62.5607005384,62.5607005384
5941,5941,0005941.bin,494.590129785,494.590129785
5944,5944,0005944.bin,43.6476500855,43.6476500855
5948,5948,0005948.bin,3.70657498629,3.70657498629
5965,5965,0005965.bin,23.4866034327,23.4866034327
5972,5972,0005972.bin,70.3212586266,70.3212586266
5981,5981,0005981.bin,183.000465593,183.000465593
5984,5984,0005984.bin,27.1239115494,27.1239115494
5988,5988,0005988.bin,166.865750684,166.865750684
6002,6002,0006002.bin,60.4479734164,60.4479734164
6020,6020,0006020.bin,28.7866793597,28.7866793597
6030,6030,0006030.bin,82.930585022,82.930585022
6046,6046,0006046.bin,4.3647592614,4.3647592614
